g,0.3,0.45,0.6,0.75
2,-0.155297,-0.229635,-0.303899,-0.377999
3,-0.205242,-0.304327,-0.403099,-0.501381
4,-0.230236,-0.341643,-0.452538,-0.562753
6,-0.255238,-0.378916,-0.501834,-0.623933
10,-0.275244,-0.408692,-0.541159,-0.672794
