rho,0.0,0.2,0.4,0.6,0.8
0,-0.136152,-0.204026,-0.303878,-0.396275,-0.470322
1,-0.121953,-0.167493,-0.204726,-0.272623,-0.34843
2,-0.115984,-0.163134,-0.207084,-0.245749,-0.280385
4,-0.127129,-0.159837,-0.194987,-0.2314,-0.268766
6,-0.150816,-0.167807,-0.188151,-0.21177,-0.232651
