delta,0.2,0.5,0.8,1.2,1.6
0.0,-0.215709,-0.132918,-0.041387,-0.002836,-0.002836
0.2,-0.307846,-0.221456,-0.124284,-0.065449,-0.065449
0.4,-0.412746,-0.327627,-0.23017,-0.126146,-0.126146
0.6,-0.52735,-0.449796,-0.359516,-0.215691,-0.179715
0.8,-0.617835,-0.547129,-0.463341,-0.327027,-0.234094
