delta,0.2,0.5,0.8,1.2,1.6
0.0,-0.373449,-0.307309,-0.234187,-0.124546,0.000793
0.2,-0.410008,-0.33637,-0.253541,-0.126801,0.021457
0.4,-0.464656,-0.387061,-0.298219,-0.159417,0.006839
0.6,-0.540992,-0.465676,-0.378002,-0.238328,-0.067289
0.8,-0.602515,-0.528974,-0.441827,-0.300049,-0.122259
