g,0.3,0.45,0.6,0.75
2,-0.106363,-0.096606,-0.086552,-0.076187
3,-0.068261,-0.053622,-0.038331,-0.022338
4,-0.047709,-0.030184,-0.011739,0.007717
6,-0.026036,-0.005271,0.016775,0.040245
10,-0.007822,0.015832,0.041132,0.068293
