rho,0.0,0.2,0.4,0.6,0.8
0,-0.275228,-0.367286,-0.460431,-0.547598,-0.620925
1,-0.169979,-0.229295,-0.296159,-0.368738,-0.440386
2,-0.119475,-0.15672,-0.200076,-0.249868,-0.301098
4,-0.083725,-0.100141,-0.119595,-0.142509,-0.163602
6,-0.076087,-0.083752,-0.093115,-0.104415,-0.112801
