g,0.3,0.45,0.6,0.75
2,-0.043509,-0.056961,-0.071793,-0.088204
3,-0.053558,-0.073129,-0.095518,-0.121185
4,-0.058844,-0.081867,-0.108684,-0.13996
6,-0.064317,-0.091079,-0.122804,-0.160478
10,-0.068835,-0.098808,-0.134833,-0.178327
