g,0.3,0.45,0.6,0.75
2,0.053219,-0.008054,-0.073877,-0.144646
3,0.098073,0.006354,-0.095239,-0.207967
4,0.122302,0.012637,-0.11092,-0.250475
6,0.147891,0.018092,-0.130857,-0.302372
10,0.169434,0.021725,-0.150471,-0.352106
