delta,0.0,0.25,0.5,0.75,1.0
0.0,-0.416019,-0.318143,-0.237074,-0.181362,-0.206716
0.2,-0.498846,-0.40713,-0.323416,-0.260323,-0.244617
0.4,-0.563373,-0.485007,-0.406365,-0.341476,-0.299161
0.6,-0.611145,-0.549495,-0.481882,-0.421111,-0.377199
0.8,-0.64517,-0.599936,-0.545946,-0.493311,-0.451414
