g,0.3,0.45,0.6,0.75
2,-0.299186,-0.351548,-0.405573,-0.461328
3,-0.306095,-0.379169,-0.455666,-0.535821
4,-0.309962,-0.394193,-0.483111,-0.577125
6,-0.314133,-0.410132,-0.512416,-0.621673
10,-0.317705,-0.423604,-0.537359,-0.659997
