g,0.3,0.45,0.6,0.75
2,-0.015051,-0.012444,-0.011586,-0.012732
3,-0.014642,-0.013231,-0.015402,-0.021732
4,-0.014765,-0.014452,-0.018965,-0.029115
6,-0.015122,-0.016274,-0.023736,-0.038679
10,-0.015583,-0.018188,-0.028479,-0.048111
