delta,0.0,0.25,0.5,0.75,1.0
0.0,-0.734257,-0.586288,-0.439091,-0.313497,-0.219171
0.2,-0.798291,-0.666978,-0.526299,-0.39767,-0.294302
0.4,-0.847595,-0.734945,-0.606025,-0.480372,-0.372717
0.6,-0.884861,-0.790614,-0.676435,-0.558635,-0.451621
0.8,-0.912724,-0.83522,-0.736711,-0.629947,-0.527779
