g,0.3,0.45,0.6,0.75
2,-0.115595,-0.163814,-0.216015,-0.272639
3,-0.134635,-0.203763,-0.280923,-0.367387
4,-0.144797,-0.225529,-0.317122,-0.42158
6,-0.155418,-0.248615,-0.356163,-0.481123
10,-0.164261,-0.268103,-0.38965,-0.533099
