rho,0.0,0.2,0.4,0.6,0.8
0,-0.348121,-0.532239,-0.671182,-0.770998,-0.840435
1,-0.17978,-0.313858,-0.441854,-0.556654,-0.653845
2,-0.119692,-0.196815,-0.280922,-0.368912,-0.456453
4,-0.109651,-0.134194,-0.164182,-0.199913,-0.240622
6,-0.124616,-0.132188,-0.142364,-0.155653,-0.17116
