g,0.3,0.45,0.6,0.75
2,-0.149824,-0.157368,-0.164914,-0.172462
3,-0.138904,-0.149743,-0.160594,-0.171461
4,-0.132829,-0.145525,-0.158244,-0.170993
6,-0.126289,-0.14101,-0.155771,-0.170584
10,-0.120689,-0.137168,-0.153708,-0.170326
