g,0.3,0.45,0.6,0.75
2,-0.226425,-0.246516,-0.268178,-0.291686
3,-0.241991,-0.270838,-0.303076,-0.339602
4,-0.250142,-0.283909,-0.322434,-0.367234
6,-0.258561,-0.297677,-0.343333,-0.385431
10,-0.265503,-0.309246,-0.361334,-0.393784
