g,0.3,0.45,0.6,0.75
2,-0.249154,-0.244812,-0.240136,-0.235095
3,-0.241841,-0.234623,-0.226578,-0.217575
4,-0.238138,-0.229136,-0.218909,-0.207216
6,-0.234409,-0.223366,-0.210555,-0.195556
10,-0.231412,-0.21853,-0.203321,-0.185136
