delta,0.0,0.25,0.5,0.75,1.0
0.0,-0.305954,-0.292112,-0.27984,-0.268278,-0.256995
0.2,-0.310781,-0.294374,-0.280509,-0.267886,-0.255825
0.4,-0.317904,-0.297838,-0.281645,-0.267454,-0.254244
0.6,-0.327729,-0.302809,-0.283455,-0.267116,-0.252336
0.8,-0.340434,-0.309508,-0.286153,-0.267065,-0.250277
